sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz,Fx,Fy,Fz,Tx,Ty,Tz
image_20.png,surface,0,0,0.724688045,1.567025362,4.89989345,0,0.913581686,0.180435407,0,0,0,8.597756412,1.758378404,0.109413754,2.05300605,0,0,0
image_21.png,surface,0,0,3.202437183,9.031409939,-0.642245259,0,-0.760287468,0.808661848,0,0,0,-3.415424101,-5.075590422,9.859107517,28.22882914,0,0,0
image_22.png,surface,0,0,3.885647648,9.716168721,7.58058356,0,-0.875639467,0.290389494,0,0,0,7.65793522,-14.03477773,4.987159688,50.70618192,0,0,0
image_23.png,surface,0,0,0.844732745,4.905597798,11.33975091,0,0.211693162,-1.011895488,0,0,0,-4.846372085,0.922335441,-1.9154931,2.967277366,0,0,0
image_24.png,surface,0,0,2.118193607,0.733751379,7.513102276,0,-0.434533428,-1.880324281,0,0,0,-1.43314235,-3.443807195,-11.73093737,14.03440536,0,0,0
image_25.png,surface,0,0,0.110044494,7.175215144,1.300936327,0,0.563135971,-0.891624345,0,0,0,8.403707193,-0.047653774,0.068790677,-0.09089412,0,0,0
image_26.png,surface,0,0,2.361426164,-7.569475309,3.208540367,0,-0.968927444,1.399940367,0,0,0,8.540250027,-4.369277265,6.457025046,19.23296743,0,0,0
image_27.png,surface,0,0,0.680697326,-11.22836458,-5.534325794,0,-0.285296708,0.353808367,0,0,0,4.507314371,-0.418774856,1.728936928,2.373898814,0,0,0
image_28.png,surface,0,0,0.572290576,-13.55690599,-2.521486489,0,0.051725978,0.837073289,0,0,0,-1.203260017,-0.190165718,3.009945202,1.971617759,0,0,0
image_29.png,surface,0,0,1.160915456,6.954481823,-0.731282405,0,0.761957498,1.489973365,0,0,0,-4.893148995,1.518286128,3.530876461,2.50340789,0,0,0
image_30.png,surface,0,0,1.144316285,6.687073206,-2.690917124,0,1.311424606,-0.892636376,0,0,0,-7.815225065,2.911055315,-1.799549996,2.471886217,0,0,0
image_31.png,surface,0,0,0.898037673,10.43842389,-5.23736162,0,-1.454460024,1.680006679,0,0,0,-4.061210476,-1.801775431,2.186456465,1.081675756,0,0,0
image_32.png,surface,0,0,0.88622061,-12.81045444,7.608300656,0,-1.777638167,0.023319484,0,0,0,1.691773157,-6.713256701,-0.948698592,6.163738267,0,0,0
image_33.png,surface,0,0,2.603951051,-13.90226547,-14.78451336,0,0.598682251,-1.85759185,0,0,0,3.887553832,10.459631,-20.47947403,36.09922196,0,0,0
image_34.png,surface,0,0,1.98714574,-6.549625703,-0.167530818,0,-1.775480515,1.424577393,0,0,0,-0.238005836,-11.23446628,8.712993669,14.0055075,0,0,0
image_35.png,surface,0,0,2.694290531,7.978684062,-3.636081369,0,-0.16120559,1.995559568,0,0,0,6.902827642,-1.275333343,13.39901959,18.29424687,0,0,0
image_36.png,surface,0,0,1.579567225,5.410701541,2.840559198,0,-0.354436209,-1.846960836,0,0,0,-9.208438929,-0.138576116,-4.868913434,5.538609933,0,0,0
image_37.png,surface,0,0,1.091342252,-14.52632249,8.409028425,0,1.477038057,1.71120759,0,0,0,-1.186413408,4.240013748,5.365145038,6.403164878,0,0,0
image_38.png,surface,0,0,3.121983607,-10.2449969,9.485162671,0,-0.283895289,1.274533931,0,0,0,9.0631913,-2.452106394,5.547210228,32.91899989,0,0,0
image_39.png,surface,0,0,2.527261163,-14.86251696,4.71838419,0,0.201852232,-0.413831512,0,0,0,6.921702149,0.862911179,-5.825952766,24.53762385,0,0,0
image_40.png,surface,0,0,3.513002006,-13.71750231,-9.10076836,0,0.295902087,0.388041187,0,0,0,-2.858184766,4.485424427,-1.735679724,46.01324075,0,0,0
image_41.png,surface,0,0,2.43052521,7.606251876,-1.327415752,0,0.714096271,1.867221506,0,0,0,0.228943537,5.048173924,15.53431899,18.0024428,0,0,0
image_42.png,surface,0,0,0.299541984,0.577041956,-8.889515289,0,1.137014836,-1.344913428,0,0,0,7.990058399,0.301120609,-0.241688655,0.502562526,0,0,0
image_43.png,surface,0,0,3.564608008,-0.180592741,-12.37016454,0,-0.966613454,0.364631289,0,0,0,2.930689368,-5.31709587,3.889727638,33.88517791,0,0,0
image_44.png,surface,0,0,2.962652243,1.269577108,-8.728589437,0,-1.151149943,1.566915991,0,0,0,-8.064231675,-5.455921999,9.459409546,22.2782156,0,0,0
image_45.png,surface,0,0,2.692822368,-10.93458853,-5.751874123,0,-0.280622809,0.21361662,0,0,0,5.676281011,-0.655158982,0.433997406,23.01046833,0,0,0
image_46.png,surface,0,0,0.593876565,7.298993445,2.392572796,0,0.746860175,0.037971578,0,0,0,8.285623206,0.788180441,0.131607324,0.528951951,0,0,0
image_47.png,surface,0,0,2.795558017,-8.963602463,-12.12549278,0,-1.744246924,1.028959321,0,0,0,-6.415235269,-10.85486671,5.924061685,22.84495645,0,0,0
image_48.png,surface,0,0,0.163877478,-12.31599477,-8.691946915,0,0.443492824,-1.274267616,0,0,0,4.005288509,0.159326213,-0.689769613,0.439437071,0,0,0
image_49.png,surface,0,0,3.576955243,-9.745836216,-8.531122431,0,-0.265486973,0.07283379,0,0,0,3.240556211,1.144565437,-1.691208822,40.99978062,0,0,0
image_50.png,surface,0,0,3.288851098,-7.181949313,8.32112095,0,0.642052608,0.486199823,0,0,0,-6.958703818,1.291326893,2.481647253,34.96164165,0,0,0
image_51.png,surface,0,0,3.545030069,8.025442312,10.00903112,0,0.729429197,0.029364145,0,0,0,-3.273764939,5.718950907,3.80745684,38.48078995,0,0,0
image_52.png,surface,0,0,0.765513752,1.943703613,1.787798608,0,-1.108537043,1.938925129,0,0,0,-2.318705308,-1.288024483,2.150513726,1.645380106,0,0,0
image_53.png,surface,0,0,2.358324156,13.6173997,-2.390958056,0,-0.341652702,-0.758127112,0,0,0,0.171808483,-3.61056661,-5.421943265,16.42064934,0,0,0
image_54.png,surface,0,0,0.37796119,7.023382583,-5.302887729,0,0.852002903,1.15071862,0,0,0,-0.15250724,-0.02395107,0.045740293,-0.210847067,0,0,0
image_55.png,surface,0,0,1.876479292,-8.175524712,-4.615212124,0,-1.976441238,-1.064117943,0,0,0,2.445933281,-10.30339316,-6.663375331,11.94708527,0,0,0
image_56.png,surface,0,0,2.583257336,3.396826036,-12.27482983,0,0.121504663,0.626007736,0,0,0,2.787419892,1.698820144,5.740396981,17.76331714,0,0,0
image_57.png,surface,0,0,3.05937611,7.725944053,-14.73439352,0,-0.996099589,0.390575493,0,0,0,2.534351405,-6.691904739,5.145029282,24.49644014,0,0,0
image_58.png,surface,0,0,1.782741981,-7.046719012,6.003624699,0,-0.497294126,1.188228,0,0,0,2.173502549,-2.713235692,6.773404527,12.5347087,0,0,0
image_59.png,surface,0,0,3.272417949,-6.932304611,2.575885465,0,-1.868983485,-0.845387485,0,0,0,-9.992858656,-14.20098666,-7.458393125,34.72231642,0,0,0
image_60.png,surface,0,0,3.384111007,-14.86216615,-8.13792226,0,-0.045502277,0.325390667,0,0,0,-4.194406883,0.317541938,-3.004431392,42.08365501,0,0,0
image_61.png,surface,0,0,0.622756204,-2.146271253,8.027202947,0,1.338170002,-1.491644784,0,0,0,5.172855921,1.678925503,-2.398182336,2.380668016,0,0,0
image_62.png,surface,0,0,2.45802673,7.503456083,5.115506194,0,1.664515068,1.356597854,0,0,0,-3.094196182,10.57855546,10.81668094,16.76768884,0,0,0
image_63.png,surface,0,0,0.171119712,1.543191995,7.893903808,0,-1.733539981,-1.474551663,0,0,0,-9.650712978,-0.173465957,0.044885298,0.155505145,0,0,0
image_64.png,surface,0,0,3.850514514,4.164163761,-13.3008165,0,0.369977208,1.825119233,0,0,0,6.646183892,5.473353475,19.17339647,45.27101466,0,0,0
image_65.png,surface,0,0,1.029797804,-11.14325127,5.447049787,0,-0.782459933,-0.501244611,0,0,0,-4.38246217,-4.122611178,-2.236972227,6.228927914,0,0,0
image_66.png,surface,0,0,2.180190947,-3.270567224,-12.39959651,0,1.059994119,0.526248236,0,0,0,8.125055388,6.385936971,2.040616888,15.28691699,0,0,0
image_67.png,surface,0,0,2.891601445,-3.7426846,0.536111811,0,1.829480184,1.911319231,0,0,0,1.4530005,13.34590829,15.31396377,23.73727547,0,0,0
image_68.png,surface,0,0,3.156889368,-11.17072739,10.57547264,0,0.504577181,0.818856563,0,0,0,-4.394100009,0.94753511,5.879415733,33.15315973,0,0,0
image_69.png,surface,0,0,0.305924693,-7.708375616,6.795005772,0,0.957768668,0.545956134,0,0,0,-4.815432923,0.789062657,1.178634702,0.864495395,0,0,0
image_70.png,surface,0,0,1.350353944,-14.36288286,3.03399618,0,1.512610997,0.327695861,0,0,0,-6.427280502,5.733631782,1.455090765,8.252573728,0,0,0
image_71.png,surface,0,0,3.763578745,1.032101446,-2.177239815,0,-1.884241529,-1.368534615,0,0,0,-2.63872994,-15.72833493,-12.93228761,36.35758089,0,0,0
image_72.png,surface,0,0,3.449499764,14.14043349,13.1942273,0,1.91585503,-1.562895798,0,0,0,8.988650297,5.862816257,-10.34636621,43.30981869,0,0,0
image_73.png,surface,0,0,1.492103611,-6.712895503,-12.89906239,0,0.285970217,1.445565137,0,0,0,2.554986188,2.288835492,7.230912568,8.494997344,0,0,0
image_74.png,surface,0,0,0.313075783,-11.07100446,11.68833117,0,0.623097749,1.891000568,0,0,0,4.898586261,1.064539943,2.232822078,2.485134183,0,0,0
image_75.png,surface,0,0,2.070001476,1.135482488,7.52164661,0,-0.29569445,1.669459117,0,0,0,2.521846678,-2.338223741,10.36121671,14.60593434,0,0,0
image_76.png,surface,0,0,0.114086951,9.808408231,5.344928149,0,1.42203289,1.880867954,0,0,0,6.148341177,-0.052775583,0.059181904,-0.032758032,0,0,0
image_77.png,surface,0,0,3.525705348,10.6057667,-3.641439633,0,-1.736558968,-0.766405692,0,0,0,-3.22041358,-12.53645498,-5.285960894,31.10674738,0,0,0
image_78.png,surface,0,0,0.323616558,2.283468764,9.517587298,0,1.575164945,-0.824900408,0,0,0,0.543467722,0.801753674,-0.455468367,1.236241581,0,0,0
image_79.png,surface,0,0,2.047379094,10.30796869,-9.639259739,0,-0.434310819,-0.914556798,0,0,0,-1.829879429,-2.41479802,-6.223733766,10.00985103,0,0,0
image_80.png,surface,0,0,3.229713466,-10.67674453,-14.22325126,0,-0.722306751,1.269227353,0,0,0,-2.831181931,-4.256825343,9.539530202,35.43700788,0,0,0
image_81.png,surface,0,0,1.468112912,-0.920526391,-0.067922673,0,-0.352900651,-0.806371806,0,0,0,9.516314367,-1.292277902,-2.084423534,5.824321646,0,0,0
image_82.png,surface,0,0,2.762106659,1.626481364,14.20388382,0,-0.022328487,1.337767062,0,0,0,3.89686827,-3.861189519,10.68230585,30.1726636,0,0,0
image_83.png,surface,0,0,1.916050365,13.98664319,0.313920285,0,0.66349535,-1.264265328,0,0,0,5.853376561,2.048697811,-7.191494875,9.346299401,0,0,0
image_84.png,surface,0,0,3.494788015,-1.876287343,14.43709567,0,-1.745306445,1.446459099,0,0,0,-9.389193183,-18.48223494,13.95516345,50.20442065,0,0,0
image_85.png,surface,0,0,3.30994502,5.328549894,-3.54130717,0,-1.87880383,-0.303499864,0,0,0,1.859549076,-15.04856256,-1.947290357,24.92280525,0,0,0
image_86.png,surface,0,0,0.486815115,5.757314164,10.40667906,0,-0.793385899,-0.478534585,0,0,0,7.016400279,-1.461795919,-0.965837113,1.571135453,0,0,0
image_87.png,surface,0,0,0.712176204,13.4687845,14.11468417,0,1.844688545,-1.081040528,0,0,0,4.248233933,4.116292829,-3.406552626,4.747064133,0,0,0
image_88.png,surface,0,0,1.495676579,0.465558427,-7.108688385,0,-1.02695144,-0.769374701,0,0,0,-8.437245483,-3.783993425,-2.357551394,6.027614218,0,0,0
image_89.png,surface,0,0,1.686779397,3.804707213,14.90722002,0,0.970462814,0.079928051,0,0,0,6.418266923,2.530712776,-0.050715646,10.77716355,0,0,0
image_90.png,surface,0,0,2.618159556,-0.853176794,10.90867213,0,-1.233611392,1.389922945,0,0,0,8.57802755,-9.045094743,7.975806102,24.72955071,0,0,0
image_91.png,surface,0,0,2.249564255,4.750133968,14.38852483,0,0.409354234,1.782961697,0,0,0,5.039517339,-0.635325776,12.10870545,19.27288079,0,0,0
image_92.png,surface,0,0,1.842353576,9.187737734,-11.01258599,0,1.35772967,-0.574340095,0,0,0,-6.64650414,7.254781302,-2.338539967,8.689784688,0,0,0
image_93.png,surface,0,0,3.979533599,-1.337916792,11.49572431,0,-0.813536442,-1.587044924,0,0,0,5.987625801,-11.48925777,-14.6216948,47.81585716,0,0,0
image_94.png,surface,0,0,1.694240952,11.72407385,5.030601758,0,0.989211389,1.087532283,0,0,0,7.783098137,3.423874024,3.683047443,9.639133915,0,0,0
image_95.png,surface,0,0,0.195032515,5.562877062,5.960971815,0,0.017473429,-0.810428419,0,0,0,7.898312752,-0.044950221,0.037772446,-0.068227766,0,0,0
image_96.png,surface,0,0,2.544406336,-14.03876569,12.99582563,0,-1.397427116,-0.111529077,0,0,0,0.276776835,-15.94659032,-6.355840828,34.6155043,0,0,0
image_97.png,surface,0,0,0.204932491,-12.96640908,0.035576364,0,-0.989931969,-1.141797686,0,0,0,-1.621812832,-1.060934586,-1.078104915,0.771690388,0,0,0
image_98.png,surface,0,0,2.723154658,3.93894185,10.2458057,0,-0.828229796,-0.811451108,0,0,0,1.992070169,-8.379898789,-5.828568155,23.23462751,0,0,0
image_99.png,surface,0,0,2.769776875,-2.147364187,4.810061338,0,-0.691902433,-1.879946852,0,0,0,6.595182861,-5.215194303,-13.8345116,23.46810748,0,0,0
image_100.png,surface,0,0,0.100664749,-4.034374756,-7.981061414,0,1.053372963,-0.53920639,0,0,0,-3.217338938,0.525955978,-0.388005609,0.478096082,0,0,0
image_101.png,surface,0,0,1.423734892,-11.79286563,-10.91063459,0,0.316699627,1.238867006,0,0,0,-0.752230439,1.707876784,7.10851081,8.82865787,0,0,0
image_102.png,surface,0,0,3.114035602,-6.344950561,-5.686117209,0,-0.614907839,0.878074681,0,0,0,-0.513636839,-4.52277424,6.66586665,29.54499786,0,0,0
image_103.png,surface,0,0,2.147586317,-3.683270458,6.662989914,0,1.66977058,0.114068249,0,0,0,6.117771935,8.881773475,-0.206874707,15.09414811,0,0,0
image_104.png,surface,0,0,0.880426398,-3.312805356,8.85421537,0,1.999518901,1.076906748,0,0,0,7.329119474,4.450401061,1.339645883,3.96930001,0,0,0
image_105.png,surface,0,0,2.993347025,12.32498639,13.97551894,0,1.939629711,-0.129224483,0,0,0,5.910118639,8.814909787,0.498539159,34.28479051,0,0,0
image_106.png,surface,0,0,2.750013942,-4.18122926,-5.179445764,0,-1.665428034,0.45252184,0,0,0,-1.748531771,-11.63822086,2.937507101,20.07912488,0,0,0
image_107.png,surface,0,0,2.527429994,10.63629605,-9.479658336,0,1.682891128,-1.460550991,0,0,0,-5.228403753,11.82199383,-9.006013721,17.51512159,0,0,0
image_108.png,surface,0,0,2.757636725,3.091120871,-11.80635879,0,-1.721874942,-0.263674272,0,0,0,5.674723908,-9.781799956,-1.57133767,17.94325096,0,0,0
image_109.png,surface,0,0,2.216205761,3.907490133,-7.965373563,0,0.166247236,-1.065708859,0,0,0,2.310316465,0.649951417,-6.281378125,10.98329002,0,0,0
image_110.png,surface,0,0,2.551084753,-8.993655682,-14.12069485,0,-0.151924704,-1.657512277,0,0,0,-7.140642071,0.620958257,-13.54207674,25.11160114,0,0,0
image_111.png,surface,0,0,0.673968966,-4.981318431,3.102002585,0,-1.58522548,0.773239581,0,0,0,5.603181161,-2.733639683,1.644801592,2.093396164,0,0,0
image_112.png,surface,0,0,3.455005782,-9.709991424,6.824563528,0,1.935386676,0.288650233,0,0,0,7.928960879,13.01714638,-1.182407707,37.91068784,0,0,0
image_113.png,surface,0,0,1.855402209,-3.414721155,-8.387568002,0,-1.800013939,1.550303033,0,0,0,-5.660093248,-7.440303465,6.706438634,9.73376291,0,0,0
image_114.png,surface,0,0,0.595960766,9.692405483,-3.825418913,0,-1.118705017,-1.972192724,0,0,0,-3.696692649,-0.316023316,-0.449174366,0.291424235,0,0,0
image_115.png,surface,0,0,0.203288594,7.697812526,-0.385947136,0,-0.581043733,0.150682485,0,0,0,8.139859919,-0.049805712,0.057374976,-0.089784427,0,0,0
image_116.png,surface,0,0,2.536730024,7.326374993,11.54766909,0,1.119415146,0.803459878,0,0,0,3.752487232,5.01161174,6.062779233,21.21526434,0,0,0
image_117.png,surface,0,0,3.61574765,-1.986704053,-2.290747476,0,0.1637828,1.107580335,0,0,0,-9.837712036,1.298432842,8.168080765,34.78633577,0,0,0
image_118.png,surface,0,0,3.275407757,5.051531236,-4.291706369,0,-1.991427371,-1.517868093,0,0,0,-0.260945352,-15.25144939,-11.98093257,23.64936613,0,0,0
image_119.png,surface,0,0,1.117613458,-6.182832519,13.69482207,0,1.983291238,-1.765452539,0,0,0,-1.178696627,4.948630542,-5.472447776,7.3128505,0,0,0
image_120.png,surface,0,0,3.654801119,-13.30970343,-7.569930333,0,-1.389679926,1.703518806,0,0,0,9.913470767,-5.056363117,11.26163981,41.34688341,0,0,0
image_121.png,surface,0,0,3.659040318,7.497943022,-7.675004125,0,-0.428380301,-0.90080946,0,0,0,-8.935224156,-0.059008656,-5.673518932,31.41273554,0,0,0
image_122.png,surface,0,0,0.561404831,14.3265029,6.665863856,0,-1.990519492,1.046521165,0,0,0,4.290948702,-3.282266959,1.495487253,2.344627268,0,0,0
image_123.png,surface,0,0,0.24729995,1.959407098,1.933287548,0,0.482991103,-0.629925689,0,0,0,2.093684522,0.293094219,-0.459460417,0.391745459,0,0,0
image_124.png,surface,0,0,3.042142194,1.862294423,4.861250507,0,0.144081561,1.004004303,0,0,0,-1.149612541,0.06881836,9.732720667,26.66317808,0,0,0
image_125.png,surface,0,0,2.547641083,-13.52616663,-9.564726525,0,0.066870964,-0.343886614,0,0,0,-1.18057951,1.335951514,-6.753729025,25.74756559,0,0,0
image_126.png,surface,0,0,3.679294591,3.450250698,9.894286946,0,0.965593528,-0.253331807,0,0,0,7.179735018,3.441995553,-1.261156083,39.61980732,0,0,0
image_127.png,surface,0,0,3.111819965,3.301053333,-5.678734212,0,1.830299631,-1.190164783,0,0,0,9.978955377,9.549935625,-5.861822861,23.10676995,0,0,0
image_128.png,surface,0,0,2.18710382,6.271924239,2.625087647,0,1.337878757,-0.995981205,0,0,0,-6.199477538,7.410818964,-3.895255818,10.61370391,0,0,0
image_129.png,surface,0,0,1.042742079,6.301758744,12.77817178,0,0.245324351,1.399556537,0,0,0,-5.16572959,0.787628908,5.208970362,4.947172718,0,0,0
image_130.png,surface,0,0,0.202951722,14.53398136,-13.93941441,0,0.847495568,1.95073274,0,0,0,8.319503806,-0.016627205,0.276142391,0.221880031,0,0,0
image_131.png,surface,0,0,2.914902762,5.308643939,1.1753603,0,-1.24200469,1.759123526,0,0,0,-9.360976486,-6.460425763,12.6212362,22.50002402,0,0,0
image_132.png,surface,0,0,0.735461331,-10.61302787,-2.087015861,0,-1.770677608,0.689849667,0,0,0,-1.07237448,-4.031570031,1.768049494,2.161778291,0,0,0
image_133.png,surface,0,0,3.069789827,4.948754825,1.942315584,0,1.877251635,0.584765555,0,0,0,0.062961342,15.45795065,5.73971061,25.35192313,0,0,0
image_134.png,surface,0,0,2.099116344,-13.89904382,5.689726901,0,-0.752665248,-0.759057048,0,0,0,1.72218563,-5.524046956,-8.565994185,19.16593412,0,0,0
image_135.png,surface,0,0,0.206168836,-3.603781027,11.38276587,0,-0.184734927,-1.185367904,0,0,0,-2.648695351,-0.652635543,-1.648741952,1.33081634,0,0,0
image_136.png,surface,0,0,0.191028939,-9.325414173,7.285624832,0,0.697970022,-1.477083779,0,0,0,-0.57118125,0.33214267,-0.911229895,1.218157388,0,0,0
image_137.png,surface,0,0,0.14783098,-12.87351729,-10.50250222,0,1.058171163,-1.797546133,0,0,0,0.539162679,0.311655974,-0.493720847,0.773272954,0,0,0
image_138.png,surface,0,0,2.911231582,-10.2895948,14.19627051,0,-1.693818185,0.425956909,0,0,0,-9.998499573,-16.62868076,3.398958353,36.59632927,0,0,0
image_139.png,surface,0,0,1.644483869,-7.840927175,-10.00686664,0,-1.786939021,-0.953206723,0,0,0,6.612340188,-6.947238586,-3.755821333,9.129451678,0,0,0
image_140.png,surface,0,0,2.273948173,-1.082112132,-6.095230663,0,-1.938493586,1.723030826,0,0,0,-7.575240347,-9.455995356,7.718006984,13.03204008,0,0,0
image_141.png,surface,0,0,0.302565691,6.820827078,10.21452698,0,-0.710258686,-1.760014162,0,0,0,-3.649725171,-0.580072205,-1.166069557,1.009133719,0,0,0
image_142.png,surface,0,0,3.499504616,-1.597391267,-6.357720018,0,-0.404987816,0.632722562,0,0,0,8.380670019,-1.644295743,5.579734502,31.31918976,0,0,0
image_143.png,surface,0,0,1.169261449,8.976425703,-10.30915127,0,-0.322594232,-0.764582516,0,0,0,7.758675808,-1.287005118,-1.371752967,2.605699703,0,0,0
image_144.png,surface,0,0,0.480886792,13.46399986,-7.177264752,0,-0.183492844,0.927523477,0,0,0,-7.734584036,0.064233883,0.647690686,0.247366846,0,0,0
image_145.png,surface,0,0,1.87752769,9.01643354,-3.239590024,0,-0.165472432,-1.67943641,0,0,0,-6.19647576,0.103864909,-7.322785225,7.031300128,0,0,0
image_146.png,surface,0,0,2.594619521,2.350123858,13.90429683,0,-0.486528834,1.786803706,0,0,0,-8.016727231,-4.512590475,12.6471351,25.8580867,0,0,0
image_147.png,surface,0,0,2.540709432,5.65551116,12.76253761,0,0.531211597,-0.150433061,0,0,0,-1.883234425,2.566217157,0.021545702,20.46267148,0,0,0
image_148.png,surface,0,0,3.542512978,13.77839912,-4.682829911,0,1.175268998,1.909454328,0,0,0,9.59130994,6.026111378,22.91896984,49.25574672,0,0,0
image_149.png,surface,0,0,3.278163733,5.760983471,14.03532218,0,1.110648101,0.637726336,0,0,0,3.740371959,5.614056457,6.468354902,36.25347348,0,0,0
image_150.png,surface,0,0,2.194897759,-1.067041859,10.40895346,0,1.757322987,0.406166997,0,0,0,-9.409056086,7.148962747,2.876365074,14.88824248,0,0,0
image_151.png,surface,0,0,3.156459215,12.02570132,7.034866903,0,1.470569008,-1.752536397,0,0,0,3.81616246,8.577000419,-13.90347908,29.94118372,0,0,0
image_152.png,surface,0,0,2.074465544,-2.429920003,-8.524916382,0,1.559088701,1.500764614,0,0,0,-6.682064096,7.427468768,7.518308596,13.22417802,0,0,0
image_153.png,surface,0,0,0.111432999,-7.293001177,2.30309179,0,0.18359444,-1.287383097,0,0,0,-6.280528283,0.097033499,-0.546170166,0.358669899,0,0,0
image_154.png,surface,0,0,3.403211758,-5.354014977,-7.648302195,0,0.217874416,0.073606514,0,0,0,8.513914632,5.288033254,0.68014591,33.39577658,0,0,0
image_155.png,surface,0,0,2.991820301,-2.019349437,14.55308395,0,0.447763506,-0.652360575,0,0,0,-5.995763992,0.163124735,-4.107592582,32.52236189,0,0,0
image_156.png,surface,0,0,2.939086842,-7.062008416,5.376141319,0,1.150225447,1.383791073,0,0,0,-7.382225223,5.684466861,8.654686991,26.45051192,0,0,0
image_157.png,surface,0,0,1.820698261,-9.744108885,-10.64501618,0,-0.187808729,0.250003915,0,0,0,2.583390913,-0.155038525,1.548604043,11.58229184,0,0,0
image_158.png,surface,0,0,1.871612019,-4.31680363,-7.196651577,0,0.972546557,0.880127267,0,0,0,2.083260603,5.494089423,5.705786762,10.55779679,0,0,0
image_159.png,surface,0,0,1.625528851,11.04306467,12.19836436,0,0.106638379,1.327607272,0,0,0,-8.367407864,1.15426699,8.360678535,12.20497737,0,0,0
image_160.png,surface,0,0,2.725253134,-9.945302907,-6.818331918,0,-1.989815276,0.97983652,0,0,0,-4.405120875,-13.50754285,5.51924691,21.91681925,0,0,0
image_161.png,surface,0,0,2.759773881,-13.56684067,5.989408929,0,-1.068656267,-1.336300172,0,0,0,6.148508339,-8.891196876,-14.18260171,30.97003284,0,0,0
image_162.png,surface,0,0,3.133227133,3.641713658,6.352567952,0,-0.278386493,1.163601425,0,0,0,-8.408308162,-2.133099133,9.146592274,27.1754693,0,0,0
